pH,tm
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
3.01,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7.5,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
4.6,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
,47.8
7,47.8
7,47.8
7,47.8
7.5,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.8
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
5,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7.5,47.9
7.5,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
3,47.9
3.5,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
4.75,47.9
7,47.9
7,47.9
7,47.9
7.4,47.9
7,47.9
7,47.9
7.5,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,47.9
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7.5,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
4.5,48
7,48
,48
7,48
7,48
7.5,48
7.5,48
9.9,48
7,48
7,48
7,48
7,48
3.2,48
9,48
7,48
7,48
7,48
6.3,48
7,48
7,48
7,48
2.5,48
3,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
6.3,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
5,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7.5,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
4.4,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7.5,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.1
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7.4,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
8.5,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
3,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.2
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7.5,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
3,48.3
7,48.3
7,48.3
7,48.3
4.4,48.3
7,48.3
7,48.3
4.5,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
4.6,48.3
7,48.3
7,48.3
7,48.3
7.5,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.3
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
8,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
4.4,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7.5,48.4
7.5,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.4
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
6,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
6,48.5
6,48.5
6,48.5
6,48.5
6,48.5
6,48.5
6,48.5
6,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
3,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
4.6,48.5
4.6,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.5
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7.5,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7.5,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
4.6,48.6
4.6,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7.5,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.6
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
8.5,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
5,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
9,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
4.5,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7.5,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
3,48.7
3,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7.5,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.7
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
8.5,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
3,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
4.2,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
4.6,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.8
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
5,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
2.5,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
8,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,48.9
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
3,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
9.9,49
7.5,49
7.5,49
7,49
7,49
9,49
2,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
6.3,49
7,49
7,49
3.2,49
3,49
3.2,49
7,49
7,49
7,49
3.2,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7.5,49
7,49
7.5,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49
7,49.1
7,49.1
7,49.1
7,49.1
6.8,49.1
7,49.1
6.8,49.1
6.8,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7.4,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
9,49.1
9,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
8.2,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
3,49.1
3.2,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
3,49.1
3,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
3.2,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.1
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
9,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
3,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
4.4,49.2
7,49.2
7,49.2
7,49.2
3.01,49.2
7,49.2
7,49.2
7,49.2
7,49.2
3,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7.5,49.2
7,49.2
7,49.2
7,49.2
7.2,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
4,49.2
7,49.2
7,49.2
7,49.2
7,49.2
,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.2
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
8.5,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
3.2,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
5.2,49.3
5.2,49.3
5.2,49.3
7,49.3
7,49.3
7,49.3
9,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
3.2,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.3
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
7,49.4
